id,ship_name,mmsi,sog,cog,heading,nav_status,lon,lat,width,length,ship_type,p99_speed,iso_flag,iso_anomaly,p99_anomaly,speed_anomaly
4604,MV DOROTHY MACKENZIE,316018634,1.9,98.1,511,0,-123.10334,49.19914,5,13,31,1.9,1,False,False,False
4605,HALO,636021575,0.0,75.9,511,5,35.01354,32.817,20,117,71,0.0,1,False,False,False
4698,NORDNES,258033200,0.0,72.6,96,5,5.22873,60.34337,4,15,0,0.0,1,False,False,False
4702,DE JONGE GERBRAND 7,244700506,0.0,0.0,511,0,6.06385,53.10894,2,18,99,0.0,1,False,False,False
4704,VASCO 2,211543040,0.0,119.6,511,0,6.7519,51.2183,6,28,99,0.0,1,False,False,False
4718,WALTER DEYMANN,211550380,0.0,360.0,511,0,9.95406,53.5011,10,86,80,0.0,1,False,False,False
4720,URSULA GLITSCHER,211543840,0.0,32.0,511,5,9.9647,53.54566,4,19,69,0.0,1,False,False,False
4726,SAN GIORGIO AT,247278900,0.0,360.0,189,0,12.27611,45.2257,11,33,52,0.0,1,False,False,False
4756,SVITZER ADIRA,232008120,0.0,163.7,275,5,0.39588,51.44472,12,28,52,0.1,1,False,False,False
4760,PANAMERA,226017120,0.0,0.0,511,5,3.7286,51.09092,12,110,79,9.854999999999999,1,False,False,False
4769,LYDIA,277573000,9.9,202.0,200,0,12.22869,54.57491,16,100,70,9.992,1,False,False,False
4774,OCEANA,211502930,0.0,360.0,511,0,8.79519,53.07944,10,55,0,0.0,1,False,False,False
4799,TUGIDAK,367525770,0.0,341.9,511,15,-122.36734,47.65435,8,40,0,0.0,1,False,False,False
4800,HOLLANDIA,244770584,0.0,360.0,511,8,5.43686,53.18011,6,30,69,0.18900000000000006,1,False,False,False
4801,HEROYFJORD,258003460,0.0,98.0,296,8,5.65199,62.32309,16,70,30,0.0,1,False,False,False
4802,ESTANCIA,244058488,0.0,360.0,347,0,3.82438,51.32705,11,85,0,0.0,1,False,False,False
4803,HST SWANSEA,232046426,0.0,47.9,123,5,-1.50172,55.12849,9,28,40,0.0,1,False,False,False
4805,HOLLAND,244780821,0.0,360.0,511,0,4.92306,52.37696,6,38,69,0.0,1,False,False,False
4811,UNITY,244660836,4.1,238.4,511,0,6.86657,51.09353,12,110,79,9.854999999999999,1,False,False,False
4812,FJORDCHART EXPLORER,259425000,0.0,317.4,300,5,5.30999,60.44586,10,70,49,0.0,1,False,False,False
4813,STAD VEERE,244770936,0.0,0.0,511,0,3.66995,51.5502,8,36,69,6.135000000000001,1,False,False,False
4815,APACHE,368012340,0.0,241.9,151,0,-118.27285,33.73298,9,19,52,0.0,1,False,False,False
4816,ST ERIK,265625300,0.0,107.1,511,15,11.96554,57.71212,6,35,69,0.0,1,False,False,False
4817,MAERSK YUKON,563090200,0.0,359.4,343,5,114.11493,22.33961,46,349,71,0.0,1,False,False,False
4878,FANTASEA ONE,367404860,0.0,360.0,511,0,-118.45593,33.98331,10,27,69,0.0,1,False,False,False
4901,BRAGE THAI,982570335,0.0,360.0,511,5,5.44268,59.23419,12,32,33,0.0,1,False,False,False
4908,FJORDCH-EXPERIENCE,258064000,0.0,177.9,208,0,5.24275,59.61159,9,26,40,1.092,1,False,False,False
4909,MS DIKKON,257100700,0.0,360.0,511,15,9.69273,59.0504,5,20,69,0.0,1,False,False,False
4913,JURALIS,244670153,0.0,83.9,511,0,4.48943,51.89999,9,82,79,0.0,1,False,False,False
4927,CORETALENT OL,370922000,0.0,327.6,232,5,-1.22888,46.15838,29,175,79,0.0,1,False,False,False
4928,ADMIRAL,366755020,7.4,308.6,304,0,-118.2006,33.73236,11,30,52,7.681,1,False,False,False
4999,GUARDVESSEL ADVANCER,219472000,0.2,344.7,175,0,11.37783,54.5993,8,23,90,0.2,1,False,False,False
5002,ALPHA DOUCET,367512520,4.8,71.7,71,12,-93.796,29.98826,17,214,57,4.8,1,False,False,False
5014,DAGNY,265422000,0.0,225.0,89,0,11.85884,57.64583,5,22,40,0.0,1,False,False,False
5087,KRVE 59,244650597,0.1,360.0,511,0,4.14849,51.94915,4,10,40,0.09699999999999998,1,False,True,True
5121,CAROLA,211755630,0.0,360.0,511,0,13.33986,52.53678,6,27,69,0.0,1,False,False,False
5134,LUNDSTROM TIDE,210569000,0.7,294.4,294,0,34.2857,33.16049,19,88,95,0.896,1,False,False,False
5144,HANSEATIC,211512430,0.0,360.0,511,15,9.97976,53.54241,10,50,60,0.0,1,False,False,False
5155,THOR OMEGA,231085000,3.2,345.8,345,0,3.39834,58.10221,13,55,90,3.2,1,False,False,False
5162,JEAN MARIE,368260120,0.0,347.9,511,12,-91.09954,29.67327,7,21,0,0.0,1,False,False,False
5172,ORTELIUS,244180151,0.0,154.1,60,5,3.69839,51.46133,18,92,69,0.0,1,False,False,False
5173,BOA BALDER,259086000,0.0,162.5,323,5,5.26642,59.41295,12,34,52,0.099,1,False,False,False
5174,LA BELLE DES OCEANS,205788000,12.4,290.3,294,0,8.20083,43.4322,15,103,60,12.4,1,False,False,False
5187,VEERKRACHT,244650014,6.2,102.0,511,0,4.79372,52.42362,10,100,79,6.2,1,False,False,False
5191,NAVIGATOR ATLAS,636016396,0.0,115.7,72,5,-93.98414,30.00754,25,160,80,7.3,1,False,False,False
5195,GRAND MARK,355029000,0.0,240.5,129,5,-118.21162,33.74616,32,200,70,19.579,1,False,False,False
5197,MEDKON ANKARA,271052266,0.0,28.2,344,5,23.57907,37.9583,25,154,70,0.0,1,False,False,False
5242,CSL FLEXVIK,256426000,13.3,37.0,38,0,11.93401,66.65568,23,149,70,13.167,1,False,True,True
5258,ESVAGT CHAMPION,219010518,0.6,304.8,134,0,1.78718,53.01191,12,48,51,0.598,1,False,True,True
5361,CATHARINA,244650502,0.0,360.0,511,0,4.98903,52.36082,5,32,37,0.0,1,False,False,False
5372,MAJESTY,367352000,0.0,185.7,308,0,-122.3666,47.65622,9,30,30,0.0,1,False,False,False
5378,ANNY,244700412,0.0,0.0,511,0,5.29398,52.69955,5,17,31,0.0,1,False,False,False
5381,SPERWER,244012965,0.0,360.0,511,3,5.65418,53.00171,8,70,79,0.09100000000000003,1,False,False,False
5394,EMERY JAXON,368206480,0.0,338.1,354,0,-93.34661,29.81383,8,18,52,0.09500000000000003,1,False,False,False
5395,WR289 BONA FIDE,244860538,3.0,135.0,139,7,4.65608,53.01089,7,24,30,3.089,1,False,False,False
5398,COCHRAN,368075150,6.8,102.6,101,12,-93.89953,29.98435,34,114,57,6.794,1,False,True,True
4571,VIPAN,265547240,0.0,148.3,137,0,11.84202,57.6615,6,29,60,0.0,1,False,False,False
4581,ORTA,205223090,6.2,313.0,511,0,4.34175,51.24337,6,26,79,6.2,1,False,False,False
4582,ACTIEF,244090894,0.0,360.0,511,0,5.91781,52.9621,5,23,37,0.0,1,False,False,False
4584,BLUE ASPIRE,636023927,13.1,83.7,87,0,5.50295,54.06954,38,200,70,16.965999999999998,1,False,False,False
4585,WOLK,244780372,0.0,0.0,511,0,4.9187,52.33553,4,23,0,0.0,1,False,False,False
4587,EVER FORTUNE,352005459,12.9,217.8,212,0,121.3175,25.34116,30,180,70,12.9,1,False,False,False
4588,FV:FAITHLIE220,232007173,0.0,113.2,21,7,-1.77237,57.50644,9,28,30,0.0,1,False,False,False
4599,BOREAS,244650667,0.0,360.0,511,8,5.41373,53.17607,5,24,69,0.0,1,False,False,False
4615,PETER,211436040,0.0,169.0,269,0,9.9226,53.54305,11,24,52,5.874,1,False,False,False
4620,PINTAIL,367799330,0.5,322.7,347,0,-93.91052,29.99395,10,18,52,1.09,1,False,False,False
4621,ANNA MARIE,244750496,0.0,50.6,511,5,4.41177,51.89398,7,17,52,10.791,1,False,False,False
4623,MS TARE,257097450,0.0,31.9,281,15,6.13006,62.46733,5,15,30,4.516999999999998,1,False,False,False
4632,CHARLOTTE,218094000,1.3,113.9,180,0,8.21704,53.49758,10,43,30,10.292,1,False,False,False
4638,WEC FRANS HALS,255806165,0.0,360.0,148,5,4.35228,51.25828,24,135,79,0.0,1,False,False,False
4640,GASPARILLA,367645040,0.0,187.4,51,0,-82.44645,27.92273,12,32,52,6.5,1,False,False,False
4642,BIG EAGLE,375003000,0.0,67.0,224,1,-63.08899,18.07059,9,49,37,0.0,1,False,False,False
4645,KONTROLER 20,261027110,0.0,0.0,64,0,18.652,54.40602,6,22,9,0.0,1,False,False,False
4647,RESCUE ASKELADDEN,257003560,0.0,277.8,161,5,10.47065,59.24467,4,12,51,0.08699999999999992,1,False,False,False
4650,GALLNO,265649350,0.0,98.7,41,0,18.10111,59.32022,8,31,60,0.0,1,False,False,False
4656,ARJA,244730288,0.0,360.0,511,0,4.76476,51.82155,9,74,79,0.0,1,False,False,False
4699,POPI SAZAKLIS,636024011,0.0,249.2,158,1,11.57793,57.55453,49,274,0,0.0,-1,True,False,True
4732,FUGRO PIONEER,311000262,0.0,231.6,161,0,12.11097,54.14775,13,54,99,0.0,1,False,False,False
4842,ILLUSION,319744000,0.0,359.1,29,15,-81.11225,32.09737,11,65,37,0.0,1,False,False,False
4852,ALINA,244670989,0.0,360.0,511,5,5.65767,52.60034,10,103,79,0.0,1,False,False,False
4967,GV SHALANNA BF843,235002500,0.0,360.0,22,7,-1.77343,57.50412,5,16,30,0.0,1,False,False,False
4987,SAROS B,356477000,0.3,360.0,318,1,34.99893,32.87332,20,110,90,0.3,1,False,False,False
5030,RESCUE GEORG LYSELL,265768870,0.0,360.0,511,0,11.23005,58.35428,2,8,51,0.0,1,False,False,False
5034,CSCL ATLANTIC OCEAN,477967800,13.2,42.5,42,0,2.20954,51.46991,58,400,71,13.2,-1,True,False,True
5036,ERICUSA M,247433300,0.0,23.0,310,5,4.1975,51.92878,22,149,80,0.0,1,False,False,False
5041,WINDCAT 7,235055752,0.0,360.0,511,0,-1.19262,54.70032,6,16,40,0.0,1,False,False,False
5044,IRIS,211789180,3.5,316.0,316,0,3.41963,58.89128,10,33,30,3.5,1,False,False,False
5046,STOER,211184520,0.0,360.0,511,5,9.9438,53.51874,10,98,79,0.0,1,False,False,False
5048,GRACE,211133480,0.0,360.0,511,5,13.48937,52.49043,7,25,37,0.0,1,False,False,False
5049,PHOENIX CROSS,235067452,0.2,295.2,291,0,-1.15418,54.60266,10,30,52,6.257,1,False,False,False
5053,SVITZER VALE,219023842,0.0,140.6,148,5,8.56164,53.55254,12,25,52,0.0,1,False,False,False
5055,TSM MOLENE,227397840,0.0,142.6,140,0,0.55043,49.45938,8,19,31,0.2909999999999999,1,False,False,False
5089,AKUL,261521000,0.0,66.2,511,0,18.71794,54.40805,10,32,52,0.0,1,False,False,False
5090,HANSEAT,211495320,0.0,0.0,511,15,11.46,53.89723,6,25,60,0.0,1,False,False,False
5100,OCEAN ROVER,368032000,0.0,212.0,180,0,-122.37943,47.62861,18,64,30,0.0,1,False,False,False
5111,STIAN-ANDRE,257549800,1.8,138.0,11,15,26.08806,71.1242,8,19,30,1.8,1,False,False,False
5112,FLORENTINA,270408000,0.0,360.0,511,0,4.46725,51.9026,10,80,69,0.0,1,False,False,False
5115,KAAT MOSSEL,244050021,0.0,332.8,511,8,5.43719,52.51689,5,26,60,0.0,1,False,False,False
5122,PLATAANBORG,245169000,8.9,24.3,25,0,4.94813,53.80841,12,82,79,9.388,1,False,False,False
5123,ESTRELLA,311000277,5.7,308.9,308,0,4.19548,51.93153,42,229,81,5.991,1,False,False,False
5126,SAN GORG 3,256000219,0.5,105.2,511,3,14.54778,35.83274,6,22,32,0.497,1,False,True,True
5130,OLD QUEEN,244780563,0.0,360.0,511,0,4.91657,52.33495,4,17,69,0.0,1,False,False,False
5194,AVANTI,244650905,5.3,95.1,98,0,5.65945,51.89555,12,172,79,6.6,1,False,False,False
5201,HERMAN BROOD,244870589,0.0,360.0,511,0,4.91637,52.3349,4,10,69,0.07300000000000005,1,False,False,False
5219,ULTRACARGA IV,345110039,4.8,281.8,288,0,-86.96671,20.49637,18,102,70,4.712999999999999,1,False,True,True
5223,MERCUR,278916000,0.0,177.2,511,5,13.73962,45.56504,11,32,52,0.9400000000000002,1,False,False,False
5236,ISAR,211741210,0.0,360.0,511,0,9.97707,53.49759,8,80,79,0.0,1,False,False,False
5238,RIVAL,244690765,0.0,10.1,511,8,5.06312,52.63777,6,28,66,0.0,1,False,False,False
5239,DAGNING,257129610,0.0,88.6,286,5,5.02971,61.60176,11,29,40,0.0,1,False,False,False
5277,MULTRATUG 32,244900122,0.2,23.9,285,0,4.27454,51.34831,14,32,52,6.239000000000001,1,False,False,False
5287,MENDOCINO,366970020,32.7,354.7,1,0,-122.39884,37.83461,11,48,49,32.7,1,False,False,False
5291,AQUAMAR,209624000,0.0,126.8,230,5,-1.50926,54.98801,16,90,70,8.729999999999997,1,False,False,False
5313,CMA CGM MOZART,215878000,0.0,40.3,275,0,4.28663,51.34634,40,277,79,0.0,1,False,False,False
5341,NEXANS ELECTRA,259259000,0.4,282.2,274,0,6.1219,62.35465,31,149,0,0.4,1,False,False,False
5346,SOLEA,377122000,0.0,45.3,39,8,-0.0675,39.86203,9,36,37,0.0,1,False,False,False
5347,INGUN,265057030,0.0,312.9,161,15,11.66455,57.67478,4,10,30,0.09299999999999997,1,False,False,False
5349,SEAMASTER,373773000,0.5,359.0,138,1,11.66656,57.58708,30,180,70,12.9,1,False,False,False
4644,MSC SUEDEROOG F,636022047,11.3,278.2,278,0,24.66892,59.6382,25,161,72,11.299000000000001,1,False,True,True
4649,FLB 40-3,211230570,0.0,244.0,244,0,12.09354,54.16063,8,41,99,0.0,1,False,False,False
4668,VB TYPHON,228072800,0.0,344.8,244,0,-2.14717,47.29811,10,30,52,6.257,1,False,False,False
4672,GORINCHEM VI,244750274,0.0,317.3,511,0,4.93618,51.83378,6,23,69,0.1,1,False,False,False
4673,VALETE,244070355,5.4,142.7,140,0,6.71573,51.43082,12,135,80,9.535999999999998,1,False,False,False
4690,RAMSEY A. NEALE,368073580,0.0,18.4,45,0,-81.53985,39.35116,7,20,31,0.0,1,False,False,False
4697,BARHOLM,259475000,0.0,266.2,101,7,5.08815,60.27658,8,29,30,0.0,1,False,False,False
4705,NOORTJE B,205557790,0.0,360.0,511,0,4.41343,51.90922,10,80,99,0.0,1,False,False,False
4709,AURA,367560980,0.3,350.5,153,0,-82.43213,27.90588,13,30,90,1.8,1,False,False,False
4717,INCE ANKARA,563078800,13.0,121.0,119,0,11.05202,54.62737,43,253,70,13.0,1,False,False,False
4744,KVALSUND,257658700,0.0,350.4,511,0,24.93853,70.8919,7,13,70,0.0,1,False,False,False
4749,SYDNES,258007330,0.0,184.9,511,15,5.31297,60.39246,5,15,90,0.0,1,False,False,False
4758,BONANZA,244650925,0.2,360.0,52,0,4.6124,51.8054,12,101,79,0.199,1,False,True,True
4768,SB-123,273544330,8.7,69.7,68,0,23.79418,59.62712,12,49,51,8.7,1,False,False,False
4824,NOMZAMO 1,601367500,0.0,225.8,131,7,18.44092,-33.91437,10,63,30,0.0,1,False,False,False
4832,TONNE,211289920,0.0,360.0,511,0,9.97157,53.52323,9,30,69,0.0,1,False,False,False
4833,RESCUE WEST,230175570,0.0,311.5,309,5,19.53852,60.21925,4,10,51,0.0,1,False,False,False
4845,VALO,265650970,0.8,47.1,214,0,11.79469,57.61615,8,27,40,6.8759999999999994,1,False,False,False
4846,NIEUW HORIZON,244770587,0.0,360.0,511,0,5.43588,52.51963,9,42,0,0.0,1,False,False,False
4860,TIGER,244615779,0.0,206.9,314,5,5.21555,53.35631,12,52,49,0.0,1,False,False,False
4876,BENTHOS,227975290,0.0,298.0,511,15,0.11968,49.48367,9,20,90,0.0,1,False,False,False
4879,STELLA THERESA,538004239,11.3,312.0,310,0,4.15924,51.95775,20,125,80,11.297,1,False,True,True
4892,FILIA RHENI,211477050,0.0,294.5,511,0,7.10905,50.73463,11,43,60,0.0,1,False,False,False
4897,SM-PRC-101,261011140,0.0,360.0,201,8,19.37494,54.24149,10,58,99,0.0,1,False,False,False
4912,UKD CHERRY SAND,232003994,0.0,136.3,207,5,-2.70463,51.50522,12,63,33,0.0,1,False,False,False
4941,PIPKA,244024973,0.0,0.0,511,0,4.94022,52.37189,4,10,69,0.07300000000000005,1,False,False,False
4942,MRS GREY,255912860,0.0,317.4,270,5,-0.31268,39.46144,7,40,37,0.0,1,False,False,False
4985,BRANDARIS,244710789,0.0,360.0,511,0,5.5174,53.18209,6,32,69,0.0,1,False,False,False
4997,SIRAKAWA,431400945,0.4,12.4,273,0,135.15281,34.16571,16,86,70,0.4,1,False,False,False
5004,WILLEM,244100932,0.0,360.0,511,4,4.79451,52.49445,6,33,37,0.0,1,False,False,False
5012,LUNDEKONGEN,257130400,0.0,110.7,511,5,25.38773,71.09992,6,26,60,0.0,1,False,False,False
5018,VANORA,244670357,0.0,360.0,511,5,4.07597,51.97213,12,70,80,0.0,1,False,False,False
5020,SEVKETTIN SONAY,353280000,0.0,348.0,348,1,18.8182,54.43206,22,143,79,11.795,1,False,False,False
5038,REGULIERSGRACHT,244660257,0.0,61.1,511,0,5.65768,51.96122,7,66,80,0.0,1,False,False,False
5039,BREMEN,210041000,8.6,83.3,84,0,11.03837,54.58684,12,89,70,9.459999999999999,1,False,False,False
5054,INDIANA HARBOR,366938730,0.0,185.0,180,0,-92.01874,46.69989,32,305,70,0.0,1,False,False,False
5060,ARMADALNGMEDITERRANA,249320000,0.0,76.0,511,5,14.554,35.8278,45,283,81,0.0,1,False,False,False
5062,ENERGY SAVANAH,257023000,0.0,175.5,6,3,-2.57172,47.17618,22,87,99,0.099,1,False,False,False
5072,PAT CENAC,368175520,0.0,33.1,19,12,-93.87154,29.93489,17,323,57,0.0,1,False,False,False
5092,SAN FRANCESCO AT,247255500,0.1,132.0,9,0,12.27637,45.22617,12,32,52,6.5,1,False,False,False
5095,MANNA,244770559,0.0,0.0,511,8,5.70949,52.84076,6,43,69,0.0,1,False,False,False
5099,HORIZON 9,565263000,0.0,360.0,269,8,103.82016,1.26287,9,38,40,0.0,1,False,False,False
5127,PAROS,354290000,9.4,73.8,71,0,24.01448,59.66067,42,247,80,9.399000000000001,1,False,True,True
5128,MULTRATUG 1,244870324,5.1,55.6,240,0,3.71674,51.45324,9,32,52,5.093999999999999,1,False,True,True
5132,WATERPOORT,245779000,0.0,0.0,511,8,6.92745,53.31399,6,21,52,0.08900000000000007,1,False,False,False
5145,SY VENTOLEIRO,224429790,0.0,323.2,511,8,-8.70639,42.25736,6,22,36,0.0,1,False,False,False
5150,PAPICHULO,244071284,0.0,360.0,511,0,4.89041,52.38755,3,10,69,0.0,1,False,False,False
5151,HANSE STAR,211431270,0.0,0.0,0,0,9.87038,53.53671,9,33,69,0.0,1,False,False,False
5156,LOS 111,257072500,0.0,233.0,164,0,10.94805,59.03687,5,17,50,17.796,1,False,False,False
5159,ARLENE,257862800,0.0,216.9,191,0,4.83729,61.07373,4,13,34,0.0,1,False,False,False
5160,PARIS MONTMARTRE,226008810,0.0,0.0,511,15,2.29049,48.8582,7,31,69,0.0,1,False,False,False
5161,FNS PURUNPAA 41,230010000,10.3,258.8,258,0,7.0523,53.93571,10,52,35,10.298,1,False,True,True
5170,AARHUS PILOT,219005477,0.3,4.6,328,0,10.25127,56.15463,4,14,50,0.27599999999999997,1,False,True,True
5184,SHOOTING STAR,240348700,0.0,145.9,511,5,22.796,37.56823,7,31,37,0.0,1,False,False,False
5185,DB AVALON,368271280,0.5,282.0,293,3,-76.42464,39.17579,23,76,33,0.5,1,False,False,False
5196,FEDERAL SWIFT,538004382,0.0,208.7,144,5,0.32949,51.46417,28,190,70,0.0,1,False,False,False
5198,GEO GRAPH,218084000,0.0,15.9,351,5,12.08837,54.17881,6,18,99,0.0,1,False,False,False
5205,GREBBE,244700931,0.0,360.0,511,0,3.81969,51.3229,7,55,79,0.08499999999999996,1,False,False,False
5209,ATLANTIC ASH,316038574,0.0,273.0,170,0,-63.55697,44.65985,2,2,52,0.0,1,False,False,False
5210,WAVEMASTER 8,563026600,5.9,91.3,93,0,103.80822,1.2611,7,38,49,5.9,1,False,False,False
5211,FINBO CARGO,230685000,7.5,10.6,7,0,25.09377,59.90207,24,180,60,7.796,1,False,False,False
4743,NORDENHAM,211599340,0.0,301.6,511,0,8.58041,53.53644,14,60,60,0.0,1,False,False,False
4775,WDFW #23,368218280,102.3,360.0,19,5,-122.496,48.75694,3,10,55,102.3,-1,True,False,True
4776,MD323,477995179,0.1,274.9,511,15,114.15876,22.31494,4,14,60,0.1,1,False,False,False
4779,DAMIETTA EXPRESS,218038370,8.9,86.6,86,0,9.14054,53.87993,61,400,71,13.794,-1,True,False,True
4782,SCOT LEIPZIG,249080000,1.3,273.8,305,2,-69.90277,18.39608,18,117,89,1.298,1,False,True,True
4791,CAPE PRIDE,373231000,13.7,259.9,257,0,139.75387,35.42426,45,292,70,13.693999999999999,1,False,True,True
4792,ZEEBRIES,244182182,0.0,360.0,511,0,3.77403,51.37791,11,86,33,0.19399999999999995,1,False,False,False
4814,DUKE,244140937,0.0,0.0,339,5,3.82329,51.32533,11,105,0,0.0,1,False,False,False
4821,KOSTERFAERJAN 4,265649390,0.0,261.0,37,0,11.17148,58.92913,8,28,70,0.0,1,False,False,False
4990,YE-46 JANNY,244710983,0.0,270.5,181,0,5.4523,53.17659,8,38,30,1.056,1,False,False,False
4998,DN85,645259000,0.0,274.1,511,0,-0.30936,39.45043,8,24,1,0.0,1,False,False,False
5005,MUFLON7,267010009,0.0,360.0,511,5,17.13263,48.13884,22,100,52,0.0,1,False,False,False
5006,JOERN,211330180,0.0,360.0,511,0,10.00202,53.52594,6,19,52,0.0,1,False,False,False
5011,MOBY LEGACY,247484300,19.1,4.8,6,0,9.82378,41.92188,33,237,60,19.1,1,False,False,False
5050,STEFANIA,319253600,0.0,261.2,318,5,7.08031,43.56461,8,41,37,0.0,1,False,False,False
5052,SANTINA,244710433,0.0,360.0,182,0,5.11583,52.0271,11,80,90,0.0,1,False,False,False
5056,ZEEBEER,244050515,0.0,360.0,511,5,4.64616,52.2039,5,19,37,0.0,1,False,False,False
5057,ORION,205755000,0.0,28.4,105,5,4.37843,51.89991,50,215,90,0.0,1,False,False,False
5058,RN HODDER,316006356,5.2,239.9,511,0,-123.03875,49.14736,6,13,52,5.2,1,False,False,False
5061,VALFOGLIA,215068000,0.0,342.6,247,5,13.775,45.61256,42,243,89,9.296000000000001,1,False,False,False
5063,MARIANNA V.V.,636011267,6.2,98.0,94,0,23.26137,37.86088,38,238,80,6.2,1,False,False,False
5066,KINGSBORG,246358000,14.6,329.4,331,0,1.59693,52.90503,18,84,99,14.6,1,False,False,False
5077,STORM DIVER,232061513,0.0,255.3,179,0,-76.191,36.92453,2,2,90,0.0,1,False,False,False
5082,ERLA KONGSDOTTIR,231097000,0.0,308.2,337,9,-6.8188,61.96224,9,28,40,0.0,1,False,False,False
5136,AMADEUS GOLD,244810730,8.7,244.7,243,0,10.80122,54.66797,11,87,70,8.7,1,False,False,False
5139,TRAFALGAR SENTINEL,232041826,1.1,58.8,79,0,-0.16337,50.59854,19,60,90,1.1,1,False,False,False
5143,RESCUE MATHILDA,265587000,0.0,263.9,511,0,19.08159,59.75219,3,8,51,0.08799999999999991,1,False,False,False
5152,AMERSTROOM,246877000,0.8,125.0,115,0,-8.10235,37.05751,9,24,52,9.591,1,False,False,False
5166,BEDIA,224055790,1.0,265.8,511,7,-7.68793,44.04869,5,18,30,0.9500000000000002,1,False,True,True
5167,PILOT 776 SE,265512370,0.0,54.3,233,0,18.81044,57.70592,4,14,50,0.27599999999999997,1,False,False,False
5175,MULTI OCEAN,232054731,0.0,175.3,279,0,-5.7116,57.27937,9,16,79,0.0,1,False,False,False
5180,HYDROVAC 5,244670109,0.0,52.2,511,0,4.59469,52.45849,5,28,89,0.0,1,False,False,False
5181,BEN FRANKLIN,367469370,0.0,32.3,511,0,-75.13907,39.94899,6,26,99,0.0,1,False,False,False
5182,OSLOFJORD I,259003010,0.0,329.0,23,5,10.73009,59.90993,9,35,60,0.0,1,False,False,False
5183,HALTBAKK VIKING,257571000,0.0,208.9,309,0,5.17805,60.39493,9,45,89,0.0,1,False,False,False
5186,WSF KALEETAN,366772990,16.2,247.0,246,0,-122.45691,47.58248,23,116,60,16.298000000000002,1,False,False,False
5204,F/V PARTI DE RIEN,227137500,3.2,224.9,225,0,0.41982,50.60351,7,19,30,3.196,1,False,True,True
5207,MARANATHA,244660562,0.0,123.9,511,5,5.99131,53.18488,5,20,52,0.0,1,False,False,False
5218,EQ,244001504,0.0,177.9,271,5,4.38327,51.25296,12,85,80,0.0,1,False,False,False
5221,ANTRACYTH,210620000,11.4,59.1,61,0,1.85186,51.1514,16,100,80,11.4,1,False,False,False
5222,YE161 DINGENIS MARIA,244228000,0.0,158.0,327,0,5.40982,53.17166,10,40,30,0.0,1,False,False,False
5228,JONABORG,244054000,10.0,223.8,223,0,4.30622,53.12247,13,89,70,10.0,1,False,False,False
5231,BERGFJORD,246483000,9.8,228.9,231,0,8.45291,58.156,13,88,79,11.296000000000001,1,False,False,False
5232,DAGERAAD,244690420,0.0,313.8,511,15,5.03714,52.93597,5,26,69,0.0,1,False,False,False
5360,LIJNBAANSGRACHT,244660265,0.0,44.4,511,0,3.69557,51.56181,7,60,0,0.0,1,False,False,False
5366,STRAIGHT FORWARD 2,244498841,0.0,360.0,511,7,5.13971,51.73734,6,24,37,0.0,1,False,False,False
5370,GUEMES,367389230,0.0,195.0,174,0,-122.62475,48.52789,13,38,60,9.065000000000001,1,False,False,False
5412,MY BLOUNT,512004593,0.0,281.4,199,0,174.76276,-36.84079,6,23,37,0.0,1,False,False,False
5427,FURE VANGUARD,232058998,11.9,29.2,31,0,4.4524,53.11671,23,150,80,12.282,1,False,False,False
5440,SB 8,244780480,0.0,360.0,511,0,4.90006,52.39962,8,30,31,0.0,1,False,False,False
5441,EGS ECHO,235017585,0.0,106.8,511,0,-1.38741,50.90168,5,15,40,0.0,1,False,False,False
5442,FELIX,244890853,1.7,269.8,272,0,9.15696,53.88516,8,24,39,3.268,1,False,False,False
5448,MOYTEL,316024578,0.0,356.2,274,0,-123.18443,49.18092,12,28,51,0.0,1,False,False,False
5467,R 60 TASMANIA,220339000,2.8,104.0,104,0,11.00967,57.70917,6,17,30,2.603999999999999,1,False,True,True
5478,TMS ANTONIA,211471880,12.3,97.3,511,0,9.6751,53.56642,10,100,89,12.3,1,False,False,False
